Song_title,Word,Count
Blind to you,proof,1
Blind to you,promise,1
Blind to you,the,1
Blind to you,moon,1
Blind to you,出口のない景色の中で,1
Blind to you,大げさな約束に,1
Blind to you,意味などない,1
Brave Shine,hidari,1
Brave Shine,te,4
Brave Shine,ni,6
Brave Shine,kakushita,1
Brave Shine,negai,2
Brave Shine,wa,5
Brave Shine,no,11
Brave Shine,mama,2
Brave Shine,de,1
Brave Shine,samenai,1
Brave Shine,yume,2
Brave Shine,miteta,2
Brave Shine,migi,1
Brave Shine,kara,1
Brave Shine,kioku,1
Brave Shine,daremo,1
Brave Shine,shiranai,2
Brave Shine,sekai,1
Brave Shine,hate,2
Brave Shine,yamanai,1
Brave Shine,ame,1
Brave Shine,utarete,1
Brave Shine,ita,1
Brave Shine,mamoritai,2
Brave Shine,mono,3
Brave Shine,wo,18
Brave Shine,mamoreru,2
Brave Shine,tsuyosa,1
Brave Shine,sore,1
Brave Shine,shinjirarenaku,2
Brave Shine,naru,2
Brave Shine,yowasa,2
Brave Shine,subete,2
Brave Shine,ukeirete,2
Brave Shine,ashita,2
Brave Shine,sagasu,2
Brave Shine,brave,4
Brave Shine,shine,4
Brave Shine,nobaseba,2
Brave Shine,mada,2
Brave Shine,stay,2
Brave Shine,the,2
Brave Shine,night,2
Brave Shine,kizu,2
Brave Shine,darake,2
Brave Shine,yo,3
Brave Shine,you,2
Brave Shine,save,2
Brave Shine,my,3
Brave Shine,life,2
Brave Shine,kazashita,1
Brave Shine,yaiba,1
Brave Shine,saki,1
Brave Shine,omoi,1
Brave Shine,kasaneta,2
Brave Shine,inori,2
Brave Shine,toki,2
Brave Shine,koete,2
Brave Shine,your,1
Brave Shine,hikaru,1
Brave Shine,koto,1
Brave Shine,wasureta,1
Brave Shine,aoi,1
Brave Shine,hoshi,1
Brave Shine,ga,2
Brave Shine,nokoshiteku,1
Brave Shine,kienai,1
Brave Shine,kage,1
Brave Shine,surechigau,1
Brave Shine,aka,1
Brave Shine,kidou,1
Brave Shine,nanimo,2
Brave Shine,kodomo,1
Brave Shine,akenai,1
Brave Shine,yoru,1
Brave Shine,samayotteta,1
Brave Shine,nakusenai,1
Brave Shine,nakushita,1
Brave Shine,morosa,1
Brave Shine,tatenaku,1
Brave Shine,natte,1
Brave Shine,mo,1
Brave Shine,sadame,1
Brave Shine,susumu,1
Brave Shine,break,1
Brave Shine,down,1
Brave Shine,kuzure,1
Brave Shine,ochite,1
Brave Shine,yuku,1
Brave Shine,seiza,1
Brave Shine,kizutsukeau,1
Brave Shine,youre,1
Brave Shine,breaking,1
Brave Shine,dawn,1
Brave Shine,kawashita,1
Brave Shine,kotoba,1
Brave Shine,naka,1
Brave Shine,hitori,1
Brave Shine,sasaeta,1
Brave Shine,tashika,1
Brave Shine,na,1
Brave Shine,soete,1
Brave Shine,nara,1
Brave Shine,yoake,1
Brave Shine,tomosu,1
Brave Shine,namida,1
Brave Shine,hikari,1
Brave Shine,mitsuketa,1
Breaking Up Is Hard To Do,dolulu,1
Breaking Up Is Hard To Do,dan,12
Breaking Up Is Hard To Do,duvi,6
Breaking Up Is Hard To Do,dudan,6
Breaking Up Is Hard To Do,cama,8
Breaking Up Is Hard To Do,breaking,10
Breaking Up Is Hard To Do,up,12
Breaking Up Is Hard To Do,is,10
Breaking Up Is Hard To Do,hard,8
Breaking Up Is Hard To Do,to,8
Breaking Up Is Hard To Do,do,8
Breaking Up Is Hard To Do,dont,6
Breaking Up Is Hard To Do,take,1
Breaking Up Is Hard To Do,your,1
Breaking Up Is Hard To Do,love,3
Breaking Up Is Hard To Do,away,1
Breaking Up Is Hard To Do,from,1
Breaking Up Is Hard To Do,me,3
Breaking Up Is Hard To Do,you,6
Breaking Up Is Hard To Do,leave,1
Breaking Up Is Hard To Do,my,1
Breaking Up Is Hard To Do,heart,1
Breaking Up Is Hard To Do,in,1
Breaking Up Is Hard To Do,misery,1
Breaking Up Is Hard To Do,if,1
Breaking Up Is Hard To Do,go,1
Breaking Up Is Hard To Do,then,1
Breaking Up Is Hard To Do,ill,1
Breaking Up Is Hard To Do,be,1
Breaking Up Is Hard To Do,blue,1
Breaking Up Is Hard To Do,cause,3
Breaking Up Is Hard To Do,remember,1
Breaking Up Is Hard To Do,when,1
Breaking Up Is Hard To Do,held,1
Breaking Up Is Hard To Do,tight,1
Breaking Up Is Hard To Do,and,1
Breaking Up Is Hard To Do,kissed,1
Breaking Up Is Hard To Do,all,2
Breaking Up Is Hard To Do,through,2
Breaking Up Is Hard To Do,the,3
Breaking Up Is Hard To Do,night,1
Breaking Up Is Hard To Do,think,1
Breaking Up Is Hard To Do,of,5
Breaking Up Is Hard To Do,that,9
Breaking Up Is Hard To Do,weve,1
Breaking Up Is Hard To Do,been,1
Breaking Up Is Hard To Do,they,2
Breaking Up Is Hard To Do,say,6
Breaking Up Is Hard To Do,now,2
Breaking Up Is Hard To Do,i,8
Breaking Up Is Hard To Do,know,4
Breaking Up Is Hard To Do,its,2
Breaking Up Is Hard To Do,true,2
Breaking Up Is Hard To Do,this,2
Breaking Up Is Hard To Do,end,2
Breaking Up Is Hard To Do,instead,2
Breaking Up Is Hard To Do,wish,2
Breaking Up Is Hard To Do,we,4
Breaking Up Is Hard To Do,were,2
Breaking Up Is Hard To Do,making,2
Breaking Up Is Hard To Do,again,2
Breaking Up Is Hard To Do,beg,2
Breaking Up Is Hard To Do,goodbye,2
Breaking Up Is Hard To Do,cant,2
Breaking Up Is Hard To Do,give,2
Breaking Up Is Hard To Do,our,2
Breaking Up Is Hard To Do,another,2
Breaking Up Is Hard To Do,try,2
Breaking Up Is Hard To Do,come,2
Breaking Up Is Hard To Do,on,2
Breaking Up Is Hard To Do,baby,2
Breaking Up Is Hard To Do,lets,2
Breaking Up Is Hard To Do,start,2
Breaking Up Is Hard To Do,a,2
Breaking Up Is Hard To Do,new,2
Bright Stars,20000,1
Bright Stars,light,1
Bright Stars,years,2
Bright Stars,away,1
Bright Stars,isnt,1
Bright Stars,far,2
Bright Stars,when,3
Bright Stars,you,8
Bright Stars,know,4
Bright Stars,the,15
Bright Stars,stars,2
Bright Stars,theres,5
Bright Stars,a,3
Bright Stars,billion,1
Bright Stars,beautiful,1
Bright Stars,ways,1
Bright Stars,i,5
Bright Stars,could,5
Bright Stars,travel,1
Bright Stars,to,6
Bright Stars,where,2
Bright Stars,are,1
Bright Stars,if,4
Bright Stars,youve,2
Bright Stars,ever,2
Bright Stars,seen,1
Bright Stars,sky,2
Bright Stars,and,4
Bright Stars,were,3
Bright Stars,outside,1
Bright Stars,city,1
Bright Stars,almost,1
Bright Stars,guarantee,1
Bright Stars,wondered,1
Bright Stars,what,4
Bright Stars,doing,1
Bright Stars,here,3
Bright Stars,nobody,1
Bright Stars,knows,1
Bright Stars,exactly,1
Bright Stars,reason,1
Bright Stars,is,1
Bright Stars,livin,1
Bright Stars,still,1
Bright Stars,we,4
Bright Stars,float,1
Bright Stars,on,3
Bright Stars,through,2
Bright Stars,air,1
Bright Stars,2015,1
Bright Stars,weve,1
Bright Stars,been,1
Bright Stars,at,1
Bright Stars,least,1
Bright Stars,thats,5
Bright Stars,they,3
Bright Stars,say,2
Bright Stars,dont,1
Bright Stars,begin,1
Bright Stars,map,1
Bright Stars,sure,1
Bright Stars,lead,1
Bright Stars,us,1
Bright Stars,garden,1
Bright Stars,in,5
Bright Stars,your,2
Bright Stars,head,2
Bright Stars,an,1
Bright Stars,atlas,1
Bright Stars,connected,1
Bright Stars,palm,1
Bright Stars,planets,2
Bright Stars,have,1
Bright Stars,planet,1
Bright Stars,somewhere,1
Bright Stars,way,1
Bright Stars,beyond,2
Bright Stars,these,1
Bright Stars,something,3
Bright Stars,psysical,1
Bright Stars,logic,1
Bright Stars,our,1
Bright Stars,brains,1
Bright Stars,just,4
Bright Stars,standing,2
Bright Stars,up,2
Bright Stars,that,2
Bright Stars,hill,2
Bright Stars,kitto,2
Bright Stars,mitsuketanda,2
Bright Stars,mada,4
Bright Stars,minu,4
Bright Stars,sekai,4
Bright Stars,ga,2
Bright Stars,bokura,2
Bright Stars,o,2
Bright Stars,tutunderu,2
Bright Stars,nobodys,2
Bright Stars,gonna,2
Bright Stars,blame,2
Bright Stars,saw,2
Bright Stars,sun,2
Bright Stars,from,3
Bright Stars,above,3
Bright Stars,wa,2
Bright Stars,all,3
Bright Stars,be,2
Bright Stars,alone,3
Bright Stars,tonight,2
Bright Stars,so,1
Bright Stars,every,1
Bright Stars,atom,1
Bright Stars,my,2
Bright Stars,body,1
Bright Stars,came,1
Bright Stars,me,4
Bright Stars,why,1
Bright Stars,shine,1
Bright Stars,bright,1
Bright Stars,no,2
Bright Stars,one,1
Bright Stars,touch,1
Bright Stars,look,2
Bright Stars,right,2
Bright Stars,of,1
Bright Stars,im,2
Bright Stars,not,1
Bright Stars,with,1
Bright Stars,aliens,1
Bright Stars,beside,1
Bright Stars,deep,1
Bright Stars,breaths,1
Bright Stars,depressed,1
Bright Stars,funny,1
Bright Stars,how,1
Bright Stars,sunset,1
Bright Stars,puts,1
Bright Stars,it,1
Bright Stars,perspective,1
Bright Stars,bigger,1
Bright Stars,out,2
Bright Stars,there,1
Bright Stars,until,1
Bright Stars,find,1
Bright Stars,imma,1
Bright Stars,do,1
Bright Stars,thing,1
​broKen NIGHT,nagareru,1
​broKen NIGHT,hikari,5
​broKen NIGHT,o,14
​broKen NIGHT,tada,1
​broKen NIGHT,kasaneru,1
​broKen NIGHT,yubi,1
​broKen NIGHT,motometa,2
​broKen NIGHT,koe,2
​broKen NIGHT,wa,3
​broKen NIGHT,tozasareta,1
​broKen NIGHT,niwa,1
​broKen NIGHT,no,7
​broKen NIGHT,naka,2
​broKen NIGHT,munashiku,1
​broKen NIGHT,hibiku,1
​broKen NIGHT,mitasareta,1
​broKen NIGHT,akatsuki,1
​broKen NIGHT,to,4
​broKen NIGHT,yami,1
​broKen NIGHT,madoromi,1
​broKen NIGHT,toki,2
​broKen NIGHT,yurutarenai,1
​broKen NIGHT,yakusoku,1
​broKen NIGHT,kazarareta,1
​broKen NIGHT,kioku,2
​broKen NIGHT,owari,1
​broKen NIGHT,toikakeru,1
​broKen NIGHT,kasaneta,2
​broKen NIGHT,itoshii,4
​broKen NIGHT,tsumi,2
​broKen NIGHT,yasashii,4
​broKen NIGHT,uso,2
​broKen NIGHT,nemurenu,2
​broKen NIGHT,kanashimi,2
​broKen NIGHT,inori,2
​broKen NIGHT,tsubuyaku,2
​broKen NIGHT,tsubasa,2
​broKen NIGHT,ubawareta,2
​broKen NIGHT,yume,2
​broKen NIGHT,ni,3
​broKen NIGHT,wazuka,2
​broKen NIGHT,demo,2
​broKen NIGHT,utsuro,1
​broKen NIGHT,na,1
​broKen NIGHT,mirai,1
​broKen NIGHT,t,1
​broKen NIGHT,ada,1
​broKen NIGHT,fuhen,1
​broKen NIGHT,ai,1
​broKen NIGHT,ga,2
​broKen NIGHT,nokosareta,1
​broKen NIGHT,ukande,1
​broKen NIGHT,kieru,1
​broKen NIGHT,itsu,1
​broKen NIGHT,made,1
​broKen NIGHT,tsudukundarou,1
​broKen NIGHT,rasen,1
​broKen NIGHT,you,1
​broKen NIGHT,sakasama,1
​broKen NIGHT,tsuki,4
​broKen NIGHT,tashika,1
​broKen NIGHT,nanowa,1
​broKen NIGHT,ima,1
​broKen NIGHT,dake,1
​broKen NIGHT,hibiwareta,1
​broKen NIGHT,kono,1
​broKen NIGHT,me,1
​broKen NIGHT,de,1
​broKen NIGHT,oikakeru,1
​broKen NIGHT,nakushita,2
​broKen NIGHT,ame,2
​broKen NIGHT,nemureru,2
​broKen NIGHT,sasayaki,2
​broKen NIGHT,tobitatsu,2
​broKen NIGHT,koto,2
​broKen NIGHT,wasureta,2
​broKen NIGHT,toritachi,2
​broKen NIGHT,utau,2
​broKen NIGHT,hakanasa,2
​broKen NIGHT,itami,2
​broKen NIGHT,minamo,1
​broKen NIGHT,i,1
​broKen NIGHT,utsuru,1
​broKen NIGHT,sae,1
​broKen NIGHT,mada,1
​broKen NIGHT,fukaku,1
​broKen NIGHT,shizumu,1
​broKen NIGHT,kurutta,1
​broKen NIGHT,kowareta,1
​broKen NIGHT,yoru,1
​broKen NIGHT,oto,1
​broKen NIGHT,naku,1
​broKen NIGHT,kurayami,1
​broKen NIGHT,kanaderu,1
But still...,there,1
But still...,was,4
But still...,a,4
But still...,pity,1
But still...,boy,3
But still...,lapsed,1
But still...,into,2
But still...,apathy,1
But still...,and,2
But still...,doubt,1
But still...,but,5
But still...,he,2
But still...,got,4
But still...,chance,1
But still...,to,12
But still...,change,1
But still...,somehow,1
But still...,you,4
But still...,bumped,1
But still...,his,1
But still...,range,1
But still...,hes,1
But still...,just,2
But still...,normal,1
But still...,longing,1
But still...,for,4
But still...,happiness,1
But still...,now,1
But still...,see,2
But still...,what,4
But still...,i,19
But still...,mean,1
But still...,in,7
But still...,fact,1
But still...,who,1
But still...,used,1
But still...,be,1
But still...,reborn,1
But still...,with,1
But still...,your,8
But still...,sacred,1
But still...,love,1
But still...,dont,2
But still...,know,2
But still...,do,5
But still...,my,3
But still...,mind,3
But still...,believe,3
But still...,mighty,3
But still...,heart,3
But still...,whenever,3
But still...,lose,3
But still...,control,3
But still...,soul,3
But still...,always,3
But still...,brings,3
But still...,me,7
But still...,back,3
But still...,even,4
But still...,if,3
But still...,lost,3
But still...,or,3
But still...,went,3
But still...,blind,3
But still...,monoceros,3
But still...,take,3
But still...,the,13
But still...,seventh,3
But still...,star,3
But still...,open,3
But still...,door,3
But still...,peaceful,3
But still...,world,3
But still...,tiny,1
But still...,vanished,1
But still...,mazes,1
But still...,of,3
But still...,stardust,1
But still...,why,1
But still...,we,1
But still...,gotta,1
But still...,spend,1
But still...,our,1
But still...,lives,1
But still...,only,1
But still...,hurting,1
But still...,each,1
But still...,other,1
But still...,could,2
But still...,cry,1
But still...,them,2
But still...,cursed,1
But still...,at,1
But still...,im,1
But still...,powerless,1
But still...,worth,1
But still...,is,1
But still...,this,1
But still...,fighting,1
But still...,well,1
But still...,never,1
But still...,find,1
But still...,out,1
But still...,anymore,1
But still...,no,1
But still...,one,1
But still...,knows,1
But still...,gods,1
But still...,above,1
But still...,cant,1
But still...,draw,1
But still...,any,1
But still...,schemes,1
But still...,lights,1
But still...,life,2
But still...,they,1
But still...,are,1
But still...,ready,1
But still...,shine,1
But still...,swear,1
But still...,ill,1
But still...,keep,1
But still...,telling,1
But still...,still,1
But still...,forever,1
But still...,because,1
But still...,bring,1
But still...,fly,1
But still...,toward,1
But still...,sign,1
But still...,through,1
But still...,jeweled,1
But still...,universe,1
Calendar Girl,i,16
Calendar Girl,love,15
Calendar Girl,my,10
Calendar Girl,calender,5
Calendar Girl,girl,6
Calendar Girl,yeah,7
Calendar Girl,sweet,2
Calendar Girl,each,1
Calendar Girl,and,3
Calendar Girl,every,15
Calendar Girl,day,15
Calendar Girl,of,6
Calendar Girl,the,14
Calendar Girl,year,7
Calendar Girl,january,1
Calendar Girl,you,6
Calendar Girl,start,1
Calendar Girl,off,1
Calendar Girl,fine,1
Calendar Girl,february,1
Calendar Girl,youre,4
Calendar Girl,little,4
Calendar Girl,valentine,1
Calendar Girl,march,2
Calendar Girl,im,1
Calendar Girl,gonna,1
Calendar Girl,down,1
Calendar Girl,aisle,1
Calendar Girl,april,1
Calendar Girl,easter,1
Calendar Girl,bunny,1
Calendar Girl,when,2
Calendar Girl,smile,1
Calendar Girl,hearts,3
Calendar Girl,in,3
Calendar Girl,a,4
Calendar Girl,whirl,3
Calendar Girl,may,1
Calendar Girl,maybe,1
Calendar Girl,if,1
Calendar Girl,ask,1
Calendar Girl,your,2
Calendar Girl,dad,1
Calendar Girl,mom,1
Calendar Girl,june,1
Calendar Girl,theyll,1
Calendar Girl,let,1
Calendar Girl,me,2
Calendar Girl,take,1
Calendar Girl,to,2
Calendar Girl,junior,1
Calendar Girl,prom,1
Calendar Girl,july,1
Calendar Girl,like,1
Calendar Girl,firecracker,1
Calendar Girl,all,1
Calendar Girl,aglow,1
Calendar Girl,august,1
Calendar Girl,on,2
Calendar Girl,beach,1
Calendar Girl,steal,1
Calendar Girl,show,1
Calendar Girl,calendar,1
Calendar Girl,september,1
Calendar Girl,light,1
Calendar Girl,candles,1
Calendar Girl,at,1
Calendar Girl,sixteen,1
Calendar Girl,october,1
Calendar Girl,romeo,1
Calendar Girl,juliet,1
Calendar Girl,halloween,1
Calendar Girl,november,1
Calendar Girl,ill,1
Calendar Girl,give,1
Calendar Girl,thanks,1
Calendar Girl,that,1
Calendar Girl,belong,1
Calendar Girl,december,1
Calendar Girl,present,1
Calendar Girl,neath,1
Calendar Girl,christmas,1
Calendar Girl,tree,1
Change The World,if,7
Change The World,i,15
Change The World,could,8
Change The World,reach,1
Change The World,the,14
Change The World,stars,1
Change The World,id,4
Change The World,pull,1
Change The World,one,1
Change The World,down,1
Change The World,for,4
Change The World,you,6
Change The World,shine,1
Change The World,it,3
Change The World,on,1
Change The World,my,6
Change The World,heart,1
Change The World,so,1
Change The World,see,1
Change The World,truth,1
Change The World,that,4
Change The World,this,2
Change The World,love,5
Change The World,have,3
Change The World,inside,1
Change The World,is,1
Change The World,everything,1
Change The World,seems,1
Change The World,but,1
Change The World,now,1
Change The World,find,1
Change The World,its,1
Change The World,only,1
Change The World,in,5
Change The World,dreams,1
Change The World,can,3
Change The World,change,8
Change The World,world,8
Change The World,would,3
Change The World,be,5
Change The World,sunlight,3
Change The World,your,3
Change The World,universe,3
Change The World,will,4
Change The World,think,3
Change The World,was,3
Change The World,really,3
Change The World,something,3
Change The World,good,3
Change The World,baby,5
Change The World,king,1
Change The World,even,1
Change The World,a,2
Change The World,day,2
Change The World,take,1
Change The World,as,1
Change The World,queen,1
Change The World,no,1
Change The World,other,1
Change The World,way,1
Change The World,and,1
Change The World,our,1
Change The World,rule,1
Change The World,kingdom,1
Change The World,we,1
Change The World,made,1
Change The World,till,1
Change The World,then,1
Change The World,fool,1
Change The World,wishin,1
Chiisana Hoshi no Melody (小さな星のメロディー),hitori,1
Chiisana Hoshi no Melody (小さな星のメロディー),hoshi,5
Chiisana Hoshi no Melody (小さな星のメロディー),ni,8
Chiisana Hoshi no Melody (小さな星のメロディー),mai,1
Chiisana Hoshi no Melody (小さな星のメロディー),orite,1
Chiisana Hoshi no Melody (小さな星のメロディー),sabaku,1
Chiisana Hoshi no Melody (小さな星のメロディー),no,11
Chiisana Hoshi no Melody (小さな星のメロディー),naka,2
Chiisana Hoshi no Melody (小さな星のメロディー),mitsuke,2
Chiisana Hoshi no Melody (小さな星のメロディー),dashita,2
Chiisana Hoshi no Melody (小さな星のメロディー),boku,2
Chiisana Hoshi no Melody (小さな星のメロディー),te,1
Chiisana Hoshi no Melody (小さな星のメロディー),fureta,1
Chiisana Hoshi no Melody (小さな星のメロディー),sono,1
Chiisana Hoshi no Melody (小さな星のメロディー),hana,3
Chiisana Hoshi no Melody (小さな星のメロディー),chiisaku,1
Chiisana Hoshi no Melody (小さな星のメロディー),furueteta,1
Chiisana Hoshi no Melody (小さな星のメロディー),kono,2
Chiisana Hoshi no Melody (小さな星のメロディー),ai,10
Chiisana Hoshi no Melody (小さな星のメロディー),plus,6
Chiisana Hoshi no Melody (小さな星のメロディー),you,3
Chiisana Hoshi no Melody (小さな星のメロディー),i,3
Chiisana Hoshi no Melody (小さな星のメロディー),ikooru,3
Chiisana Hoshi no Melody (小さな星のメロディー),wa,4
Chiisana Hoshi no Melody (小さな星のメロディー),nani,2
Chiisana Hoshi no Melody (小さな星のメロディー),koe,1
Chiisana Hoshi no Melody (小さな星のメロディー),ga,7
Chiisana Hoshi no Melody (小さな星のメロディー),kikoeru,1
Chiisana Hoshi no Melody (小さな星のメロディー),kana,6
Chiisana Hoshi no Melody (小さな星のメロディー),sukoshi,2
Chiisana Hoshi no Melody (小さな星のメロディー),tooku,6
Chiisana Hoshi no Melody (小さな星のメロディー),iru,2
Chiisana Hoshi no Melody (小さな星のメロディー),sora,2
Chiisana Hoshi no Melody (小さな星のメロディー),kazatta,1
Chiisana Hoshi no Melody (小さな星のメロディー),wo,5
Chiisana Hoshi no Melody (小さな星のメロディー),mite,1
Chiisana Hoshi no Melody (小さな星のメロディー),futari,1
Chiisana Hoshi no Melody (小さな星のメロディー),waraiaeru,3
Chiisana Hoshi no Melody (小さな星のメロディー),yo,5
Chiisana Hoshi no Melody (小さな星のメロディー),todoke,6
Chiisana Hoshi no Melody (小さな星のメロディー),mada,4
Chiisana Hoshi no Melody (小さな星のメロディー),saki,2
Chiisana Hoshi no Melody (小さな星のメロディー),e,9
Chiisana Hoshi no Melody (小さな星のメロディー),motto,4
Chiisana Hoshi no Melody (小さな星のメロディー),hibiki,2
Chiisana Hoshi no Melody (小さな星のメロディー),watatte,2
Chiisana Hoshi no Melody (小さな星のメロディー),chiisana,5
Chiisana Hoshi no Melody (小さな星のメロディー),ookina,2
Chiisana Hoshi no Melody (小さな星のメロディー),anata,4
Chiisana Hoshi no Melody (小さな星のメロディー),koro,1
Chiisana Hoshi no Melody (小さな星のメロディー),yondeita,1
Chiisana Hoshi no Melody (小さな星のメロディー),hon,1
Chiisana Hoshi no Melody (小さな星のメロディー),poketto,1
Chiisana Hoshi no Melody (小さな星のメロディー),ireta,1
Chiisana Hoshi no Melody (小さな星のメロディー),himitsu,1
Chiisana Hoshi no Melody (小さな星のメロディー),itsuka,1
Chiisana Hoshi no Melody (小さな星のメロディー),misetakute,1
Chiisana Hoshi no Melody (小さな星のメロディー),mo,2
Chiisana Hoshi no Melody (小さな星のメロディー),suki,2
Chiisana Hoshi no Melody (小さな星のメロディー),na,2
Chiisana Hoshi no Melody (小さな星のメロディー),sodateru,1
Chiisana Hoshi no Melody (小さな星のメロディー),kara,2
Chiisana Hoshi no Melody (小さな星のメロディー),uta,3
Chiisana Hoshi no Melody (小さな星のメロディー),oboeteta,1
Chiisana Hoshi no Melody (小さな星のメロディー),kusa,1
Chiisana Hoshi no Melody (小さな星のメロディー),kanmuri,1
Chiisana Hoshi no Melody (小さな星のメロディー),tsukuttara,1
Chiisana Hoshi no Melody (小さな星のメロディー),kitto,1
Chiisana Hoshi no Melody (小さな星のメロディー),de,3
Chiisana Hoshi no Melody (小さな星のメロディー),oto,2
Chiisana Hoshi no Melody (小さな星のメロディー),narashite,2
Chiisana Hoshi no Melody (小さな星のメロディー),koi,2
Chiisana Hoshi no Melody (小さな星のメロディー),kanadeta,2
Chiisana Hoshi no Melody (小さな星のメロディー),yozora,2
Chiisana Hoshi no Melody (小さな星のメロディー),hibike,2
Chiisana Hoshi no Melody (小さな星のメロディー),onaji,2
Chiisana Hoshi no Melody (小さな星のメロディー),miteiru,1
Chiisana Hoshi no Melody (小さな星のメロディー),kimochi,1
Chiisana Hoshi no Melody (小さな星のメロディー),iraretara,1
Chiisana Hoshi no Melody (小さな星のメロディー),zutto,1
Chiisana Hoshi no Melody (小さな星のメロディー),ne,1
Chouchou Musubi (蝶々結び),katappo,3
Chouchou Musubi (蝶々結び),de,8
Chouchou Musubi (蝶々結び),maru,2
Chouchou Musubi (蝶々結び),wo,8
Chouchou Musubi (蝶々結び),tsukutte,1
Chouchou Musubi (蝶々結び),shikkari,1
Chouchou Musubi (蝶々結び),mottete,1
Chouchou Musubi (蝶々結び),mou,1
Chouchou Musubi (蝶々結び),sono,1
Chouchou Musubi (蝶々結び),no,8
Chouchou Musubi (蝶々結び),ushiro,1
Chouchou Musubi (蝶々結び),gurutto,1
Chouchou Musubi (蝶々結び),mawatte,1
Chouchou Musubi (蝶々結び),aida,1
Chouchou Musubi (蝶々結び),ni,17
Chouchou Musubi (蝶々結び),dekita,1
Chouchou Musubi (蝶々結び),pokke,1
Chouchou Musubi (蝶々結び),haitte,1
Chouchou Musubi (蝶々結び),dete,1
Chouchou Musubi (蝶々結び),kuru,1
Chouchou Musubi (蝶々結び),mattete,1
Chouchou Musubi (蝶々結び),detekita,1
Chouchou Musubi (蝶々結び),tokoro,1
Chouchou Musubi (蝶々結び),mukae,1
Chouchou Musubi (蝶々結び),kite,1
Chouchou Musubi (蝶々結び),seno,2
Chouchou Musubi (蝶々結び),hippatte,2
Chouchou Musubi (蝶々結び),hajime,1
Chouchou Musubi (蝶々結び),wa,11
Chouchou Musubi (蝶々結び),nantomo,1
Chouchou Musubi (蝶々結び),nasakenai,1
Chouchou Musubi (蝶々結び),katachi,1
Chouchou Musubi (蝶々結び),da,1
Chouchou Musubi (蝶々結び),toshite,1
Chouchou Musubi (蝶々結び),mo,6
Chouchou Musubi (蝶々結び),onaji,2
Chouchou Musubi (蝶々結び),dake,1
Chouchou Musubi (蝶々結び),chikara,4
Chouchou Musubi (蝶々結び),komete,2
Chouchou Musubi (蝶々結び),hane,3
Chouchou Musubi (蝶々結び),ookiku,4
Chouchou Musubi (蝶々結び),musubime,2
Chouchou Musubi (蝶々結び),kataku,2
Chouchou Musubi (蝶々結び),naru,2
Chouchou Musubi (蝶々結び),youni,6
Chouchou Musubi (蝶々結び),kitsuku,2
Chouchou Musubi (蝶々結び),musundeitehoshii,1
Chouchou Musubi (蝶々結び),ude,1
Chouchou Musubi (蝶々結び),koko,2
Chouchou Musubi (蝶々結び),omoide,2
Chouchou Musubi (蝶々結び),tooku,2
Chouchou Musubi (蝶々結び),oitoitehoshii,1
Chouchou Musubi (蝶々結び),hoshii,2
Chouchou Musubi (蝶々結び),demo,2
Chouchou Musubi (蝶々結び),hippacchaeba,1
Chouchou Musubi (蝶々結び),hodokechau,1
Chouchou Musubi (蝶々結び),kedo,1
Chouchou Musubi (蝶々結び),tsukutta,1
Chouchou Musubi (蝶々結び),mono,1
Chouchou Musubi (蝶々結び),kowasu,1
Chouchou Musubi (蝶々結び),haruka,1
Chouchou Musubi (蝶々結び),kantan,1
Chouchou Musubi (蝶々結び),dakedo,2
Chouchou Musubi (蝶々結び),hodoku,1
Chouchou Musubi (蝶々結び),toki,1
Chouchou Musubi (蝶々結び),sou,1
Chouchou Musubi (蝶々結び),chanto,1
Chouchou Musubi (蝶々結び),ne,2
Chouchou Musubi (蝶々結び),wakatteru,1
Chouchou Musubi (蝶々結び),yo,3
Chouchou Musubi (蝶々結び),dekitara,1
Chouchou Musubi (蝶々結び),hodoke,1
Chouchou Musubi (蝶々結び),ya,1
Chouchou Musubi (蝶々結び),shinai,1
Chouchou Musubi (蝶々結び),to,1
Chouchou Musubi (蝶々結び),negatte,1
Chouchou Musubi (蝶々結び),hiroge,1
Chouchou Musubi (蝶々結び),sugita,1
Chouchou Musubi (蝶々結び),tomadou,1
Chouchou Musubi (蝶々結び),musundeite,1
Chouchou Musubi (蝶々結び),yume,1
Chouchou Musubi (蝶々結び),kizukeba,1
Chouchou Musubi (蝶々結び),soko,1
Chouchou Musubi (蝶々結び),aru,1
Chouchou Musubi (蝶々結び),kurai,1
Chouchou Musubi (蝶々結び),ga,3
Chouchou Musubi (蝶々結び),ii,1
Chouchou Musubi (蝶々結び),damatte,1
Chouchou Musubi (蝶々結び),hippattari,1
Chouchou Musubi (蝶々結び),shinaide,2
Chouchou Musubi (蝶々結び),bukakkou,1
Chouchou Musubi (蝶々結び),na,1
Chouchou Musubi (蝶々結び),chou,1
Chouchou Musubi (蝶々結び),musunda,3
Chouchou Musubi (蝶々結び),tsumori,2
Chouchou Musubi (蝶々結び),hodoiteitari,1
Chouchou Musubi (蝶々結び),yurumeta,1
Chouchou Musubi (蝶々結び),shimeteitari,1
Chouchou Musubi (蝶々結び),kono,2
Chouchou Musubi (蝶々結び),aokute,2
Chouchou Musubi (蝶々結び),hiroi,2
Chouchou Musubi (蝶々結び),sekai,2
Chouchou Musubi (蝶々結び),musuu,2
Chouchou Musubi (蝶々結び),chirabatta,2
